,Unnamed: 0,seed,config,error,task_name,demo_idx,cam_type,epochs,is_control_done,is_test_done,control_final_distance,control_min_distance,test_final_distance,test_min_distance,control_gripper_image_paths,test_gripper_image_paths
123,23,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,3,wrist+wrist_depth,400,False,False,0.1003628177713293,0.1003628177713293,0.4406701128395646,0.3862317396672895,[],[]
124,24,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,4,wrist+wrist_depth,400,False,False,0.085092622974336,0.085092622974336,0.1951453065534501,0.1951453065534501,[],[]
125,25,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,5,wrist+wrist_depth,400,False,False,0.1354216106793377,0.0978107536584026,0.5331215383156098,0.5331215383156098,[],[]
126,26,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,6,wrist+wrist_depth,400,True,False,0.0981274675158906,0.0963006454107472,0.3323398618894955,0.2140289538844399,['outputs/run-grasp-with-agent/_June09_16-29'],[]
127,27,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,7,wrist+wrist_depth,400,False,False,0.1204729349872382,0.0826006367443215,0.0774012625985349,0.0618198443257395,[],[]
128,28,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,8,wrist+wrist_depth,400,False,False,0.0662009518053678,0.0662009518053678,0.2254291847115849,0.2179006212879811,[],[]
129,29,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,9,wrist+wrist_depth,400,False,False,0.4294774084388719,0.368394328895674,0.5074401205146304,0.5074401205146304,[],[]
130,30,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,0,wrist+wrist_depth,600,False,False,0.2079946462194844,0.1478005132708943,0.2926714588964861,0.2180988440493337,[],[]
131,31,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,1,wrist+wrist_depth,600,False,False,0.1174143337983269,0.1086741363197194,0.499221658923057,0.499221658923057,[],[]
132,32,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,2,wrist+wrist_depth,600,False,False,0.1123752786764318,0.1118306510780562,0.105976004619191,0.0487468385881479,[],[]
133,33,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,3,wrist+wrist_depth,600,False,False,0.1312467579319477,0.1025046255618235,0.4524902807317958,0.3759563102634456,[],[]
134,34,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,4,wrist+wrist_depth,600,False,False,0.1161690564204979,0.1026466646570476,0.1924378726790502,0.1924378726790502,[],[]
135,35,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,5,wrist+wrist_depth,600,False,False,0.2728439589553127,0.1472290399407733,0.5541574139623386,0.5473351386688624,[],[]
136,36,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,6,wrist+wrist_depth,600,False,False,0.125385697737389,0.1034691217679405,0.3340675260049302,0.2163461573456373,[],[]
137,37,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,7,wrist+wrist_depth,600,False,False,0.1331915966130429,0.1299906652141154,0.2690102185608068,0.0374868714634152,[],[]
138,38,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,8,wrist+wrist_depth,600,False,False,0.0878632471654703,0.0878632471654703,0.2204297694239933,0.2037171980209426,[],[]
139,39,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,9,wrist+wrist_depth,600,False,False,0.4409006976306739,0.3715452037717688,0.5277369810607816,0.5277369810607816,[],[]
140,40,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,0,wrist+wrist_depth,800,False,False,0.2010478097719912,0.1377352874525474,0.3190974049630949,0.2127231696450977,[],[]
141,41,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,1,wrist+wrist_depth,800,False,False,0.0813566088775935,0.0777680373031325,0.4952250331891981,0.4799314618756431,[],[]
142,42,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,2,wrist+wrist_depth,800,False,False,0.0854325101019002,0.079820710935613,0.108477805871813,0.0522349835437136,[],[]
143,43,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,3,wrist+wrist_depth,800,True,False,0.081757245207698,0.0797498591408756,0.4718805736038662,0.2853106264477702,['outputs/run-grasp-with-agent/_June09_16-33'],[]
