,task_name,epochs,cam_type,demo_count,done_count,avg_min_distance,avg_final_distance,dataset_type,grasp_loss_lambda
187,Vision_Static,500,l_shoulder+r_shoulder,1,5,0.12424172502130633,0.12909486858170172,demo,1.0
188,Vision_Static,500,l_shoulder+r_shoulder,1,5,0.12602499895113278,0.1299479652356122,demo,1.1
189,Vision_Static,500,l_shoulder+r_shoulder,1,2,0.12647494205652668,0.13354794260515054,demo,1.2
190,Vision_Static,500,wrist+l_shoulder+r_shoulder,1,3,0.10871093380748136,0.11018821767144463,demo,0.8
191,Vision_Static,500,wrist+l_shoulder+r_shoulder,1,0,0.10476230732946087,0.11250146141160677,demo,0.9
192,Vision_Static,500,wrist+l_shoulder+r_shoulder,1,0,0.09969221036388191,0.10673874318709801,demo,1.0
193,Vision_Static,500,wrist+l_shoulder+r_shoulder,1,0,0.1248651162555082,0.12669428031673324,demo,1.1
194,Vision_Static,500,wrist+l_shoulder+r_shoulder,1,0,0.11048572484983066,0.12224920294383804,demo,1.2
195,Vision_Static,500,wrist+l_shoulder+r_shoulder+wrist_depth,1,0,0.10324480341806623,0.10363865228543886,demo,0.8
196,Vision_Static,500,wrist+l_shoulder+r_shoulder+wrist_depth,1,0,0.0920665838707751,0.09232886476763735,demo,0.9
197,Vision_Static,500,wrist+l_shoulder+r_shoulder+wrist_depth,1,0,0.09692461484560749,0.09699444826244068,demo,1.0
198,Vision_Static,500,wrist+l_shoulder+r_shoulder+wrist_depth,1,0,0.10197595885339208,0.10241039520643014,demo,1.1
199,Vision_Static,500,wrist+l_shoulder+r_shoulder+wrist_depth,1,0,0.094458785338455,0.0947451108144881,demo,1.2
200,Vision_Static,500,wrist+r_shoulder,1,2,0.09455985635264105,0.09492384284725487,demo,0.8
201,Vision_Static,500,wrist+r_shoulder,1,1,0.09689087530795186,0.09724980324389058,demo,0.9
202,Vision_Static,500,wrist+r_shoulder,1,0,0.10045550330258994,0.10082234870979298,demo,1.0
203,Vision_Static,500,wrist+r_shoulder,1,0,0.09485949138151709,0.09485949138151709,demo,1.1
204,Vision_Static,500,wrist+r_shoulder,1,0,0.09600786592109864,0.09609594628007447,demo,1.2
205,Vision_Static,500,wrist+l_shoulder,1,0,0.12635746611517223,0.12802286741061641,demo,0.8
206,Vision_Static,500,wrist+l_shoulder,1,0,0.11797989672000868,0.11812498695245965,demo,0.9
207,Vision_Static,500,wrist+l_shoulder,1,0,0.1281814290927291,0.13004911017223758,demo,1.0
208,Vision_Static,500,wrist+l_shoulder,1,0,0.11533922348896927,0.11590493475618327,demo,1.1
209,Vision_Static,500,wrist+l_shoulder,1,0,0.11489627271164304,0.11658252078810354,demo,1.2
