,task_name,epochs,cam_type,repeat_idx,demo_count,control_done,min_distance,final_distance,dataset_type,grasp_loss_lambda,control_gripper_image_paths
138,Vision_Static,100,l_shoulder+r_shoulder,8,1,True,0.11602594412461636,0.11602594412461636,demo,1.1,"['outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20']"
139,Vision_Static,100,l_shoulder+r_shoulder,9,1,False,0.12611864993886876,0.12611864993886876,demo,1.1,[]
140,Vision_Static,100,l_shoulder+r_shoulder,0,1,True,0.11827901118217812,0.11827901118217812,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
141,Vision_Static,100,l_shoulder+r_shoulder,1,1,False,0.1236393792196049,0.12366157246656823,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
142,Vision_Static,100,l_shoulder+r_shoulder,2,1,False,0.12951239108399312,0.14656511096210237,demo,1.2,"['outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20']"
143,Vision_Static,100,l_shoulder+r_shoulder,3,1,True,0.11850538895182651,0.11850538895182651,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
144,Vision_Static,100,l_shoulder+r_shoulder,4,1,True,0.12297866256273512,0.123227907543323,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
145,Vision_Static,100,l_shoulder+r_shoulder,5,1,True,0.1268012850714285,0.1268012850714285,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
146,Vision_Static,100,l_shoulder+r_shoulder,6,1,True,0.11613162581865778,0.11613162581865778,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
147,Vision_Static,100,l_shoulder+r_shoulder,7,1,False,0.12358931271164733,0.12362878468266914,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
148,Vision_Static,100,l_shoulder+r_shoulder,8,1,True,0.12228823593011243,0.12228823593011243,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
149,Vision_Static,100,l_shoulder+r_shoulder,9,1,True,0.11571845869665894,0.11571845869665894,demo,1.2,['outputs/run-grasp-with-agent/_June03_14-20']
150,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.07980091935391802,0.16585049508777278,demo,0.8,[]
151,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.13107134854264543,0.13752751446823794,demo,0.8,[]
152,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.08291618574707238,0.14234768389972233,demo,0.8,[]
153,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.13141111458710994,0.13796101224164958,demo,0.8,[]
154,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.13276975783702458,0.14036110088499354,demo,0.8,[]
155,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.1305116485877453,0.13402459588585336,demo,0.8,[]
156,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.13208404183653383,0.13757058845933226,demo,0.8,[]
157,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.13058137931911648,0.1348703422115313,demo,0.8,[]
158,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.13278329079148207,0.14009862651617128,demo,0.8,[]
159,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.13170294145670433,0.13758352356414158,demo,0.8,[]
160,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.13051988989712462,0.13620631844633316,demo,0.9,[]
161,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.13014582134917901,0.13044560897756752,demo,0.9,[]
162,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.12978598661571575,0.13516397294334268,demo,0.9,[]
163,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.13187826378536818,0.1332675494377018,demo,0.9,[]
164,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.13048264801611015,0.13083309939334786,demo,0.9,[]
165,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.1275897779211262,0.1275897779211262,demo,0.9,[]
